word,happiness_average,happiness_rank,happiness_standard_deviation
baltimore,5.38,5367,1.1933
basis,5.38,5368,1.0079
butler,5.38,5369,1.6022
camino,5.38,5370,1.4412
carved,5.38,5371,1.3076
clark,5.38,5372,1.1761
coefficient,5.38,5373,1.5635
comp,5.38,5374,0.9452
control,5.38,5375,1.4831
copy,5.38,5376,1.0669
core,5.38,5377,1.0859
curriculum,5.38,5378,1.4831
dec,5.38,5379,1.3536
deemed,5.38,5380,1.4412
detective,5.38,5381,1.5372
different,5.38,5382,1.2436
doctrine,5.38,5383,1.701
door,5.38,5384,1.2103
files,5.38,5385,1.427
following,5.38,5386,1.6399
grams,5.38,5387,0.9452
hp,5.38,5388,1.427
hudson,5.38,5389,1.2436
i'll,5.38,5390,1.2919
industry,5.38,5391,1.3076
items,5.38,5392,1.5372
jamie,5.38,5393,0.9666
jesse,5.38,5394,1.4412
latin,5.38,5395,1.3834
let,5.38,5396,1.0079
lite,5.38,5397,1.427
lookin,5.38,5398,1.3686
machine,5.38,5399,1.2599
manner,5.38,5400,1.3536
mit,5.38,5401,1.2599
nelson,5.38,5402,1.276
nitrogen,5.38,5403,1.4412
nucleus,5.38,5404,1.4553
official,5.38,5405,1.028
overtime,5.38,5406,1.9472
personnel,5.38,5407,1.1045
pitching,5.38,5408,1.427
projected,5.38,5409,1.2919
province,5.38,5410,1.4831
rope,5.38,5411,1.2599
said,5.38,5412,0.901
second,5.38,5413,1.1933
securities,5.38,5414,2.0493
send,5.38,5415,1.3536
sensitivity,5.38,5416,1.7715
shall,5.38,5417,1.2436
soldiers,5.38,5418,1.6399
standards,5.38,5419,1.0859
statistically,5.38,5420,1.4126
steps,5.38,5421,1.1229
steve,5.38,5422,0.901
tan,5.38,5423,1.713
technical,5.38,5424,1.6022
text,5.38,5425,1.3231
thread,5.38,5426,1.3536
tierra,5.38,5427,1.6149
timbaland,5.38,5428,1.4968
tricks,5.38,5429,1.5238
tunnel,5.38,5430,1.4553
twelve,5.38,5431,1.1586
wants,5.38,5432,1.3231
wednesday,5.38,5433,1.3384
whew,5.38,5434,1.1933
wordpress,5.38,5435,1.2103
would,5.38,5436,0.8545
yards,5.38,5437,0.9234
year,5.38,5438,1.3536
yesterday's,5.38,5439,1.4693
comparison,5.37,5440,1.2195
ella,5.37,5441,1.6033
givin,5.37,5442,1.2532
hem,5.37,5443,1.2195
parish,5.37,5444,1.7041
silently,5.37,5445,1.5505
sits,5.37,5446,1.0934
whispering,5.37,5447,1.6291
illusions,5.36,5448,1.8109
asked,5.36,5449,1.2739
bee,5.36,5450,1.6507
briefing,5.36,5451,1.2578
britney,5.36,5452,1.6753
capitol,5.36,5453,1.2898
caps,5.36,5454,1.0254
claire,5.36,5455,1.5487
clip,5.36,5456,1.2578
clips,5.36,5457,1.1739
colonial,5.36,5458,1.3516
constitute,5.36,5459,1.1386
contracts,5.36,5460,1.2415
covering,5.36,5461,0.8751
customs,5.36,5462,1.6383
dash,5.36,5463,1.4813
delta,5.36,5464,1.0451
dishes,5.36,5465,1.8156
economic,5.36,5466,1.6874
edit,5.36,5467,1.1739
eileen,5.36,5468,1.2081
establishment,5.36,5469,1.2898
finger,5.36,5470,1.1739
georgetown,5.36,5471,1.4675
gloria,5.36,5472,1.4675
greene,5.36,5473,1.0451
gud,5.36,5474,1.5618
hall,5.36,5475,1.2081
hay,5.36,5476,1.4813
heard,5.36,5477,0.802
jimmy,5.36,5478,1.1205
linear,5.36,5479,1.1911
liquor,5.36,5480,2.2836
listing,5.36,5481,1.0053
lmaoo,5.36,5482,1.8926
mason,5.36,5483,0.9424
miller,5.36,5484,1.0254
milwaukee,5.36,5485,1.1739
monde,5.36,5486,1.2739
mouse,5.36,5487,1.9563
moving,5.36,5488,1.495
msn,5.36,5489,1.7468
nba,5.36,5490,1.849
nude,5.36,5491,1.9667
nuestro,5.36,5492,1.3211
overview,5.36,5493,1.4394
oz,5.36,5494,1.5086
pattern,5.36,5495,1.77
port,5.36,5496,1.4394
possession,5.36,5497,1.9873
press,5.36,5498,1.2249
principal,5.36,5499,1.3962
pronto,5.36,5500,1.2415
quiero,5.36,5501,0.9848
rabbi,5.36,5502,1.4535
reposing,5.36,5503,1.5354
russell,5.36,5504,1.3815
same,5.36,5505,1.2739
si,5.36,5506,1.4251
sim,5.36,5507,0.9638
sit,5.36,5508,1.2249
sold,5.36,5509,1.2898
sounded,5.36,5510,1.0451
staff,5.36,5511,0.8751
standing,5.36,5512,0.8514
stocks,5.36,5513,1.2898
structure,5.36,5514,1.3815
stuart,5.36,5515,1.3815
subsequently,5.36,5516,1.1563
sympathy,5.36,5517,1.9141
taiwan,5.36,5518,1.2739
target,5.36,5519,1.5221
teeth,5.36,5520,1.8709
trenton,5.36,5521,1.3516
tres,5.36,5522,1.5221
trucks,5.36,5523,1.663
tuesdays,5.36,5524,1.1386
tummy,5.36,5525,1.3815
tweeting,5.36,5526,1.9667
verb,5.36,5527,1.1563
vest,5.36,5528,1.1386
wakes,5.36,5529,1.6753
walter,5.36,5530,1.4251
we'd,5.36,5531,1.1563
westchester,5.36,5532,1.3962
wi,5.36,5533,0.8751
wright,5.36,5534,0.9848
you'd,5.36,5535,1.1563
yugoslavia,5.36,5536,1.3815
emperor,5.35,5537,2.0576
thesis,5.35,5538,1.8507
chevy,5.35,5539,1.7145
della,5.35,5540,1.1824
finite,5.35,5541,1.4513
loot,5.35,5542,2.0872
motive,5.35,5543,1.4938
define,5.34,5544,1.0689
#news,5.34,5545,1.394
adams,5.34,5546,1.0806
advised,5.34,5547,1.6977
andrea,5.34,5548,1.2224
anonymity,5.34,5549,1.3342
anthony,5.34,5550,1.4654
anything,5.34,5551,1.0224
anywhere,5.34,5552,1.2875
arc,5.34,5553,1.1713
areas,5.34,5554,1.0224
ay,5.34,5555,0.9607
backs,5.34,5556,1.4373
bros,5.34,5557,1.5334
campaign,5.34,5558,1.5467
candidate,5.34,5559,1.0994
carter,5.34,5560,1.6113
checked,5.34,5561,1.1359
classified,5.34,5562,1.4514
colts,5.34,5563,1.5858
comparable,5.34,5564,1.2554
crossing,5.34,5565,1.3342
currently,5.34,5566,0.8234
denver,5.34,5567,1.493
ding,5.34,5568,1.5986
doctor,5.34,5569,1.6239
drank,5.34,5570,1.4654
editorial,5.34,5571,1.3644
flick,5.34,5572,1.3644
fur,5.34,5573,1.7333
gear,5.34,5574,1.2875
geek,5.34,5575,1.891
german,5.34,5576,1.394
giant,5.34,5577,1.1886
giants,5.34,5578,1.493
hampton,5.34,5579,1.3342
harold,5.34,5580,1.1537
ily,5.34,5581,1.5729
iron,5.34,5582,1.3494
karen,5.34,5583,1.3793
korea,5.34,5584,1.3793
liebe,5.34,5585,1.394
lillian,5.34,5586,1.4654
log,5.34,5587,0.9607
manufacturer,5.34,5588,1.0224
massive,5.34,5589,1.2875
maureen,5.34,5590,0.7982
mc,5.34,5591,1.394
middle,5.34,5592,0.7174
moderate,5.34,5593,1.2715
nog,5.34,5594,1.1359
noticed,5.34,5595,1.423
occurred,5.34,5596,1.0224
ohhhh,5.34,5597,1.9651
orleans,5.34,5598,1.2554
ounce,5.34,5599,0.9607
pack,5.34,5600,1.2715
percent,5.34,5601,0.9172
phil,5.34,5602,1.1178
physician,5.34,5603,1.8363
rate,5.34,5604,1.2224
regional,5.34,5605,0.8234
request,5.34,5606,1.2224
revolution,5.34,5607,1.394
rihanna,5.34,5608,1.9755
roosevelt,5.34,5609,1.8693
session,5.34,5610,1.1178
six,5.34,5611,1.1537
sullivan,5.34,5612,0.8947
surgeon,5.34,5613,1.6239
susan,5.34,5614,1.2715
sylvia,5.34,5615,1.3188
then,5.34,5616,0.7453
they're,5.34,5617,1.0994
thinkin,5.34,5618,1.0994
tmrw,5.34,5619,1.0022
transmitted,5.34,5620,1.5729
tube,5.34,5621,1.2875
typing,5.34,5622,1.2056
upon,5.34,5623,0.6884
walmart,5.34,5624,2.2733
whitman,5.34,5625,0.7982
whitney,5.34,5626,1.1713
wider,5.34,5627,1.0422
within,5.34,5628,1.3644
yo,5.34,5629,1.6734
blink,5.33,5630,1.4341
noches,5.33,5631,1.3422
threshold,5.33,5632,1.478
bringin,5.33,5633,1.4774
tutti,5.33,5634,1.4774
verdad,5.33,5635,1.1252
abraham,5.32,5636,1.5043
alter,5.32,5637,1.2526
andre,5.32,5638,1.2196
beep,5.32,5639,1.5178
bench,5.32,5640,1.0388
bucket,5.32,5641,1.1856
calif,5.32,5642,1.3316
chin,5.32,5643,0.9781
commerce,5.32,5644,1.3161
compare,5.32,5645,0.9988
cover,5.32,5646,1.2688
currents,5.32,5647,1.1683
deepest,5.32,5648,1.449
dorothy,5.32,5649,1.3005
editorials,5.32,5650,1.0962
emeritus,5.32,5651,1.6468
endless,5.32,5652,1.8455
estimates,5.32,5653,1.1147
evaluation,5.32,5654,1.8007
firm,5.32,5655,1.1683
francis,5.32,5656,1.4348
general,5.32,5657,1.1328
gregory,5.32,5658,1.1147
hoffman,5.32,5659,0.957
hour,5.32,5660,0.7939
identified,5.32,5661,1.2688
indicates,5.32,5662,1.0774
jacqueline,5.32,5663,1.6591
joshua,5.32,5664,0.9781
kristen,5.32,5665,1.449
label,5.32,5666,1.019
literally,5.32,5667,1.5178
louise,5.32,5668,1.1683
mas,5.32,5669,1.0388
measure,5.32,5670,1.0962
medium,5.32,5671,0.7939
mention,5.32,5672,0.7407
michigan,5.32,5673,1.2848
names,5.32,5674,0.9988
nassau,5.32,5675,1.4348
negotiations,5.32,5676,1.3768
nineteenth,5.32,5677,1.449
pa,5.32,5678,1.6468
palmer,5.32,5679,1.019
partly,5.32,5680,1.1683
peeps,5.32,5681,1.5836
plz,5.32,5682,1.8892
posts,5.32,5683,1.1147
presumably,5.32,5684,1.1507
quite,5.32,5685,1.7076
rebounds,5.32,5686,1.3161
remind,5.32,5687,1.4348
reserve,5.32,5688,1.1147
review,5.32,5689,1.019
rite,5.32,5690,1.1856
rye,5.32,5691,1.3468
selena,5.32,5692,0.9355
site,5.32,5693,0.7939
skip,5.32,5694,1.463
someone's,5.32,5695,1.2848
speech,5.32,5696,1.7548
step,5.32,5697,0.8676
subway,5.32,5698,1.6835
surface,5.32,5699,1.0774
table,5.32,5700,0.6833
taking,5.32,5701,1.3005
tells,5.32,5702,1.2688
ticket,5.32,5703,1.4769
ting,5.32,5704,1.3468
tribes,5.32,5705,1.3161
turning,5.32,5706,1.019
two-year,5.32,5707,1.0774
types,5.32,5708,0.7407
urself,5.32,5709,1.8674
vancouver,5.32,5710,1.449
varies,5.32,5711,0.9134
yield,5.32,5712,1.6092
zone,5.32,5713,0.9781
preceding,5.31,5714,0.9927
affecting,5.31,5715,1.3261
alles,5.31,5716,1.0841
bop,5.31,5717,1.4463
consume,5.31,5718,1.8842
discipline,5.31,5719,1.8129
disposition,5.31,5720,1.3875
gypsy,5.31,5721,1.6981
heed,5.31,5722,1.2111
ion,5.31,5723,1.1218
shelf,5.31,5724,1.1031
stash,5.31,5725,1.6609
varying,5.31,5726,1.4463
vivir,5.31,5727,1.3261
#fact,5.3,5728,1.1112
*estimated,5.3,5729,1.1112
actually,5.3,5730,1.1112
aire,5.3,5731,1.4178
ancora,5.3,5732,1.1473
atlanta,5.3,5733,1.4178
barnes,5.3,5734,0.9091
bat,5.3,5735,1.359
biblical,5.3,5736,1.9299
bishop,5.3,5737,1.6194
bonnie,5.3,5738,1.6812
boundary,5.3,5739,1.165
brad,5.3,5740,1.1294
brian,5.3,5741,1.4321
bring,5.3,5742,0.9949
calendar,5.3,5743,1.1294
carnegie,5.3,5744,1.4604
catholic,5.3,5745,1.8323
center,5.3,5746,0.9949
chairman,5.3,5747,1.4743
chrysler,5.3,5748,1.0152
circuits,5.3,5749,0.7626
colin,5.3,5750,1.1294
constantly,5.3,5751,1.1995
cornell,5.3,5752,1.4743
correspondent,5.3,5753,1.165
counts,5.3,5754,1.1473
county,5.3,5755,1.0546
creature,5.3,5756,1.6444
dave,5.3,5757,1.4033
drake,5.3,5758,1.2495
editing,5.3,5759,1.233
eight,5.3,5760,1.2817
elevator,5.3,5761,1.3887
glen,5.3,5762,1.2495
irene,5.3,5763,1.374
jk,5.3,5764,1.233
junior,5.3,5765,1.2657
km/h,5.3,5766,1.165
lee,5.3,5767,0.9091
lesson,5.3,5768,1.488
levels,5.3,5769,0.953
lexington,5.3,5770,1.2817
md,5.3,5771,1.1294
medicare,5.3,5772,1.6812
mic,5.3,5773,0.9313
mike,5.3,5774,1.4463
miles,5.3,5775,1.165
miriam,5.3,5776,0.9949
mph,5.3,5777,1.2817
murphy,5.3,5778,0.8864
neck,5.3,5779,1.1824
nova,5.3,5780,1.6444
number,5.3,5781,0.9313
one's,5.3,5782,0.7354
patch,5.3,5783,1.0351
pay,5.3,5784,2.3234
peggy,5.3,5785,1.0546
placed,5.3,5786,1.5551
pounds,5.3,5787,1.8211
president's,5.3,5788,1.5152
profile,5.3,5789,1.233
quiz,5.3,5790,1.488
rail,5.3,5791,1.1112
randy,5.3,5792,1.359
reviews,5.3,5793,1.2164
ritual,5.3,5794,1.7642
robert,5.3,5795,1.0546
roberts,5.3,5796,0.8864
roger,5.3,5797,0.8391
samuel,5.3,5798,1.1473
scales,5.3,5799,1.2817
sec,5.3,5800,1.0351
seth,5.3,5801,1.1473
seymour,5.3,5802,1.0351
silly,5.3,5803,1.9821
singular,5.3,5804,1.4463
somebody,5.3,5805,1.1294
someone,5.3,5806,1.165
spray,5.3,5807,1.4463
suit,5.3,5808,1.5811
system,5.3,5809,1.7291
tactics,5.3,5810,1.5811
telling,5.3,5811,1.0546
tend,5.3,5812,1.4178
third,5.3,5813,1.1473
transition,5.3,5814,1.359
trump,5.3,5815,1.7053
via,5.3,5816,1.1473
vids,5.3,5817,1.4321
visitation,5.3,5818,1.8323
washing,5.3,5819,1.8323
ways,5.3,5820,1.165
weekly,5.3,5821,1.594
windy,5.3,5822,1.8434
year's,5.3,5823,1.165
you're,5.3,5824,1.0926
hitherto,5.29,5825,1.3677
incorporated,5.29,5826,1.2197
prescribed,5.29,5827,1.6237
assumption,5.29,5828,1.8028
cama,5.29,5829,1.3844
clergy,5.29,5830,1.8819
heel,5.29,5831,1.354
playas,5.29,5832,1.7795
rodeo,5.29,5833,1.5546
shakin,5.29,5834,1.6202
transferred,5.29,5835,1.3693
2-bath,5.28,5836,1.6293
alert,5.28,5837,1.8075
already,5.28,5838,1.2296
annual,5.28,5839,1.0506
assessment,5.28,5840,1.3708
beef,5.28,5841,2.1763
behalf,5.28,5842,1.0887
borough,5.28,5843,1.0698
code,5.28,5844,1.1256
comin,5.28,5845,1.2129
congregation,5.28,5846,1.7266
copies,5.28,5847,1.1787
craig,5.28,5848,0.9044
cuore,5.28,5849,1.2129
dean,5.28,5850,1.2784
declared,5.28,5851,1.3407
defended,5.28,5852,1.7617
diplomat,5.28,5853,1.4852
dot,5.28,5854,1.1787
empire,5.28,5855,1.8299
estar,5.28,5856,1.3254
esther,5.28,5857,1.2296
etsy,5.28,5858,1.4148
eventually,5.28,5859,1.5654
extract,5.28,5860,1.4574
feelin,5.28,5861,1.4434
follower,5.28,5862,1.1787
form,5.28,5863,1.1073
gates,5.28,5864,1.1436
handling,5.28,5865,1.0887
hannah,5.28,5866,1.4291
happen,5.28,5867,1.0506
harriet,5.28,5868,1.3856
harvey,5.28,5869,1.4434
held,5.28,5870,1.2784
holla,5.28,5871,1.7847
inches,5.28,5872,1.1959
institute,5.28,5873,1.4148
interviewed,5.28,5874,1.4003
jacobs,5.28,5875,0.9044
james,5.28,5876,1.0698
l,5.28,5877,1.1436
length,5.28,5878,0.8816
mag,5.28,5879,1.0309
martha,5.28,5880,1.1959
meanwhile,5.28,5881,0.8816
minutes,5.28,5882,0.9044
mode,5.28,5883,1.1787
morton,5.28,5884,0.9485
nonprofit,5.28,5885,1.9382
ora,5.28,5886,0.8581
packed,5.28,5887,1.1613
packing,5.28,5888,1.5258
pandora,5.28,5889,1.5784
parameter,5.28,5890,1.2129
posse,5.28,5891,1.2784
preacher,5.28,5892,2.1193
representatives,5.28,5893,1.6665
rewind,5.28,5894,1.0887
says,5.28,5895,1.1959
scheduled,5.28,5896,1.1959
secrets,5.28,5897,1.8187
section,5.28,5898,0.834
serum,5.28,5899,1.3263
sheila,5.28,5900,0.9697
someday,5.28,5901,1.4434
sometimes,5.28,5902,0.9485
somewhere,5.28,5903,0.8581
sort,5.28,5904,0.834
stands,5.28,5905,0.8816
state,5.28,5906,0.9697
stats,5.28,5907,1.1787
stays,5.28,5908,1.3099
temporal,5.28,5909,1.3099
that's,5.28,5910,0.8581
theodore,5.28,5911,1.0698
theology,5.28,5912,1.7266
tracks,5.28,5913,1.1073
tyler,5.28,5914,1.0506
unions,5.28,5915,1.6542
version,5.28,5916,0.834
wandering,5.28,5917,1.7296
years,5.28,5918,1.4714
york's,5.28,5919,0.7835
specified,5.28,5920,1.2972
leben,5.27,5921,1.2158
anyhow,5.27,5922,1.2379
bumpin,5.27,5923,1.7651
governed,5.27,5924,1.7414
holdin,5.27,5925,1.5245
implies,5.27,5926,1.1138
moet,5.27,5927,1.4401
quieres,5.27,5928,1.2874
revised,5.27,5929,1.3961
semi,5.27,5930,1.335
africa,5.26,5931,2.0782
agency,5.26,5932,0.9216
asking,5.26,5933,0.9858
based,5.26,5934,0.7508
berlin,5.26,5935,1.5884
bid,5.26,5936,1.192
boyz,5.26,5937,1.9568
carrier,5.26,5938,1.3524
carrying,5.26,5939,1.2747
clinton's,5.26,5940,1.5493
commander,5.26,5941,1.5093
companies,5.26,5942,1.0264
conan,5.26,5943,1.7935
conference,5.26,5944,1.1572
converted,5.26,5945,0.9649
counsel,5.26,5946,1.0063
cynthia,5.26,5947,1.4542
dale,5.26,5948,1.192
department,5.26,5949,1.1031
desk,5.26,5950,0.9858
detected,5.26,5951,1.3524
dias,5.26,5952,1.0461
digging,5.26,5953,1.0654
directions,5.26,5954,1.2747
doris,5.26,5955,1.1214
dormir,5.26,5956,1.2423
dramatic,5.26,5957,1.9146
drove,5.26,5958,1.1214
edward,5.26,5959,1.2423
elliott,5.26,5960,0.9435
facility,5.26,5961,1.5884
facing,5.26,5962,1.1031
fare,5.26,5963,1.688
floyd,5.26,5964,1.2906
foto,5.26,5965,1.4682
frog,5.26,5966,1.8049
george,5.26,5967,1.0654
glenn,5.26,5968,1.1031
goes,5.26,5969,1.1214
ground,5.26,5970,1.2906
guidelines,5.26,5971,1.5493
hispanic,5.26,5972,1.482
hmmmm,5.26,5973,1.1214
houston,5.26,5974,1.3063
jake,5.26,5975,1.482
jim,5.26,5976,1.209
justin,5.26,5977,1.4542
kay,5.26,5978,1.1031
lines,5.26,5979,1.0063
mainly,5.26,5980,1.2257
marcus,5.26,5981,0.9858
marshall,5.26,5982,0.9435
martin,5.26,5983,0.9435
matt,5.26,5984,1.3219
mayor,5.26,5985,1.3063
mr,5.26,5986,1.1395
mundo,5.26,5987,0.9216
nc,5.26,5988,1.3822
nearly,5.26,5989,1.2423
nina,5.26,5990,1.3063
papers,5.26,5991,1.3063
perry,5.26,5992,1.0264
philip,5.26,5993,1.0461
piece,5.26,5994,1.0654
plot,5.26,5995,1.3822
pouring,5.26,5996,1.5754
preliminary,5.26,5997,1.1031
print,5.26,5998,1.209
prudential,5.26,5999,1.3969
qual,5.26,6000,1.4115
reasons,5.26,6001,1.0063
reed,5.26,6002,1.2586
register,5.26,6003,1.0844
richard,5.26,6004,0.9649
robinson,5.26,6005,0.7775
roslyn,5.26,6006,0.9649
semester,5.26,6007,1.7001
sergeant,5.26,6008,1.2747
shift,5.26,6009,1.0461
shirley,5.26,6010,1.0844
siempre,5.26,6011,1.482
sir,5.26,6012,1.1214
spot,5.26,6013,1.4682
stated,5.26,6014,0.7775
statement,5.26,6015,0.9649
tool,5.26,6016,1.5361
uniform,5.26,6017,1.6264
units,5.26,6018,1.0264
walls,5.26,6019,1.0264
week's,5.26,6020,1.3822
lend,5.26,6021,1.775
hangin,5.25,6022,1.7564
borne,5.24,6023,1.3774
differentiation,5.24,6024,1.1093
intermediate,5.24,6025,1.2671
motives,5.24,6026,1.451
#followfriday,5.24,6027,1.3486
a,5.24,6028,0.9161
abc,5.24,6029,1.0012
asks,5.24,6030,0.8704
beijing,5.24,6031,1.685
bet,5.24,6032,1.3933
boeing,5.24,6033,1.3637
chart,5.24,6034,1.3334
depend,5.24,6035,1.3933
diplomats,5.24,6036,1.8578
doin,5.24,6037,1.3786
donna,5.24,6038,1.3486
douglas,5.24,6039,1.1877
drivers,5.24,6040,1.1528
edited,5.24,6041,1.135
elaine,5.24,6042,1.2867
ellis,5.24,6043,0.9381
encounter,5.24,6044,1.7792
evans,5.24,6045,1.0984
faced,5.24,6046,1.2382
fifth,5.24,6047,1.2216
fin,5.24,6048,0.9596
five,5.24,6049,0.6869
franklin,5.24,6050,1.0606
garage,5.24,6051,1.2048
generally,5.24,6052,1.135
goin,5.24,6053,1.3334
harry,5.24,6054,1.2545
industries,5.24,6055,1.0984
insurance,5.24,6056,1.9646
iowa,5.24,6057,1.3786
irving,5.24,6058,1.3334
jajaja,5.24,6059,1.2048
kirk,5.24,6060,1.4507
lieutenant,5.24,6061,1.1877
longtime,5.24,6062,1.7328
matters,5.24,6063,1.318
mid,5.24,6064,0.744
minnesota,5.24,6065,1.5328
morgan,5.24,6066,1.2867
namely,5.24,6067,1.2707
nathan,5.24,6068,1.1704
oliver,5.24,6069,1.135
parliamentary,5.24,6070,1.5851
partially,5.24,6071,1.3024
parts,5.24,6072,1.1168
persian,5.24,6073,1.6483
pon,5.24,6074,1.4078
poppin,5.24,6075,1.8796
publicly,5.24,6076,1.2707
returns,5.24,6077,1.5059
ringing,5.24,6078,1.7562
rookie,5.24,6079,1.0412
salomon,5.24,6080,1.0214
sat,5.24,6081,1.3334
seem,5.24,6082,0.9596
sf,5.24,6083,1.4365
should,5.24,6084,1.1704
since,5.24,6085,0.9161
socialist,5.24,6086,2.1905
sorts,5.24,6087,0.9381
spending,5.24,6088,1.6107
stanley,5.24,6089,1.0214
substances,5.24,6090,1.3024
there's,5.24,6091,0.6565
ties,5.24,6092,1.4507
ton,5.24,6093,1.2216
toujours,5.24,6094,1.3024
turned,5.24,6095,0.8466
txt,5.24,6096,1.2867
vessels,5.24,6097,1.4507
veux,5.24,6098,1.0797
way,5.24,6099,1.4223
wee,5.24,6100,1.5194
woah,5.24,6101,1.6233
work,5.24,6102,2.105
fraction,5.23,6103,1.3707
depths,5.22,6104,1.6107
destino,5.22,6105,1.0055
nelly,5.22,6106,1.7709
rug,5.22,6107,1.2627
shed,5.22,6108,1.2627
18th,5.22,6109,1.3138
adjustment,5.22,6110,1.1301
afterward,5.22,6111,1.0934
ali,5.22,6112,1.3893
and,5.22,6113,0.6158
anderson,5.22,6114,1.2982
andrew,5.22,6115,1.2337
any,5.22,6116,0.6788
artery,5.22,6117,1.2982
as,5.22,6118,0.7637
baila,5.22,6119,1.5158
barbara,5.22,6120,1.3596
bernstein,5.22,6121,1.5817
bio,5.22,6122,1.2982
bits,5.22,6123,0.864
briefs,5.22,6124,0.91
cause,5.22,6125,1.0554
charles,5.22,6126,1.3293
chris,5.22,6127,0.864
como,5.22,6128,0.9957
counties,5.22,6129,1.016
counting,5.22,6130,0.91
dc,5.22,6131,1.3596
defend,5.22,6132,1.7177
defending,5.22,6133,1.5022
dems,5.22,6134,1.5817
dexter,5.22,6135,1.6573
does,5.22,6136,1.2501
drama,5.22,6137,2.2433
excess,5.22,6138,1.6695
file,5.22,6139,1.2664
for,5.22,6140,0.975
fordham,5.22,6141,1.183
hartford,5.22,6142,1.1301
hours,5.22,6143,1.0359
immigrants,5.22,6144,1.5945
joe,5.22,6145,0.9322
kim,5.22,6146,1.5817
knicks,5.22,6147,1.7413
lambert,5.22,6148,1.4886
lane,5.22,6149,1.016
lcd,5.22,6150,1.4184
lg,5.22,6151,0.864
lois,5.22,6152,1.2664
mano,5.22,6153,1.1301
mia,5.22,6154,1.3893
mill,5.22,6155,1.2664
mondo,5.22,6156,1.183
motors,5.22,6157,1.4184
nets,5.22,6158,0.9322
northern,5.22,6159,1.3293
officer,5.22,6160,1.6449
ohio,5.22,6161,1.4184
order,5.22,6162,1.2337
others,5.22,6163,0.9538
palabras,5.22,6164,1.183
psychological,5.22,6165,1.8983
pump,5.22,6166,1.0746
real-estate,5.22,6167,1.6073
ridge,5.22,6168,0.8873
seems,5.22,6169,0.975
sentence,5.22,6170,1.4469
suffolk,5.22,6171,1.1119
swallow,5.22,6172,1.5817
systems,5.22,6173,1.2171
tal,5.22,6174,0.9538
ted,5.22,6175,0.8873
thru,5.22,6176,0.9538
till,5.22,6177,1.2982
tim,5.22,6178,1.2824
tissues,5.22,6179,1.5425
too,5.22,6180,0.8401
trance,5.22,6181,1.7177
trick,5.22,6182,1.6695
typical,5.22,6183,1.1301
undertaken,5.22,6184,1.3596
usual,5.22,6185,1.1119
veins,5.22,6186,1.3596
whoa,5.22,6187,1.7646
wrist,5.22,6188,1.1301
ya,5.22,6189,1.6573
yankees,5.22,6190,1.6199
bibliography,5.21,6191,1.5973
masses,5.21,6192,1.3202
mente,5.21,6193,1.237
norms,5.21,6194,1.2876
twist,5.21,6195,1.3832
criterion,5.2,6196,1.2744
eastside,5.2,6197,1.3991
mio,5.2,6198,1.0989
node,5.2,6199,1.4858
nombre,5.2,6200,1.369
repeats,5.2,6201,1.1899
thereafter,5.2,6202,1.3226
agency's,5.2,6203,1.3702
alcohol,5.2,6204,2.3212
another,5.2,6205,1.0498
app,5.2,6206,1.4286
ask,5.2,6207,1.8736
berkeley,5.2,6208,1.3997
bonds,5.2,6209,1.7728
briefly,5.2,6210,1.6036
cab,5.2,6211,1.5253
carry,5.2,6212,1.5518
checking,5.2,6213,1.3702
continued,5.2,6214,1.5119
cunningham,5.2,6215,1.178
dallas,5.2,6216,1.5908
dare,5.2,6217,1.4569
decade,5.2,6218,1.069
dia,5.2,6219,1.069
donde,5.2,6220,1.6162
during,5.2,6221,0.9897
economist,5.2,6222,1.5119
four,5.2,6223,0.9689
goldberg,5.2,6224,1.4983
gurl,5.2,6225,1.3401
happens,5.2,6226,1.2122
hebrew,5.2,6227,1.4142
immigration,5.2,6228,1.3553
inch,5.2,6229,0.7284
initially,5.2,6230,0.7284
intended,5.2,6231,1.0498
internal,5.2,6232,1.3093
itself,5.2,6233,0.8081
jaw,5.2,6234,1.3401
jeff,5.2,6235,1.0498
jersey,5.2,6236,1.3401
jetzt,5.2,6237,1.1249
john's,5.2,6238,1.1952
journalists,5.2,6239,1.5119
kevin,5.2,6240,1.2778
klein,5.2,6241,1.069
knocking,5.2,6242,1.3093
lightning,5.2,6243,1.8844
lil,5.2,6244,1.2454
linger,5.2,6245,1.6903
loads,5.2,6246,1.2122
lobby,5.2,6247,1.4846
marketing,5.2,6248,1.9483
maurice,5.2,6249,1.3553
mayor's,5.2,6250,1.3093
medieval,5.2,6251,1.6036
mejor,5.2,6252,1.4569
moreover,5.2,6253,0.9689
necessity,5.2,6254,1.4569
negotiating,5.2,6255,1.4846
objects,5.2,6256,1.4142
pattinson,5.2,6257,1.0302
peel,5.2,6258,1.3997
percentage,5.2,6259,0.8081
physicians,5.2,6260,1.6537
pitcher,5.2,6261,1.2454
poco,5.2,6262,1.3702
retiring,5.2,6263,2.1571
return,5.2,6264,1.4708
retweeting,5.2,6265,1.6903
rick,5.2,6266,1.0302
rochester,5.2,6267,1.3401
rodriguez,5.2,6268,0.833
rosen,5.2,6269,1.6036
russians,5.2,6270,1.3851
rutgers,5.2,6271,1.4569
secondary,5.2,6272,1.1606
sections,5.2,6273,1.1721
shes,5.2,6274,1.3248
slang,5.2,6275,1.6288
snap,5.2,6276,1.6288
